iter	Passed	Remaining
1664	108733	21877
1665	108786	21809
1666	108849	21743
1667	108905	21676
1668	108962	21609
1669	109021	21543
1670	109087	21478
1671	109158	21413
1672	109234	21350
1673	109304	21286
1674	109368	21220
1675	109425	21153
1676	109484	21087
1677	109546	21021
1678	109611	20956
1679	109684	20892
1680	109750	20827
1681	109813	20761
1682	109877	20695
1683	109942	20630
1684	110010	20565
1685	110082	20501
1686	110152	20437
1687	110208	20370
1688	110271	20304
1689	110342	20240
1690	110396	20173
1691	110465	20108
1692	110535	20043
1693	110609	19980
1694	110674	19914
1695	110726	19847
1696	110797	19782
1697	110860	19717
1698	110923	19651
1699	110990	19586
1700	111055	19521
1701	111121	19456
1702	111185	19390
1703	111251	19325
1704	111316	19260
1705	111385	19195
1706	111457	19131
1707	111521	19065
1708	111585	19000
1709	111653	18935
1710	111722	18870
1711	111794	18806
1712	111861	18741
1713	111927	18676
1714	111992	18611
1715	112065	18546
1716	112120	18479
1717	112182	18414
1718	112245	18348
1719	112302	18281
1720	112355	18214
1721	112425	18149
1722	112499	18086
1723	112564	18020
1724	112619	17953
1725	112688	17889
1726	112756	17824
1727	112825	17759
1728	112888	17693
1729	112954	17628
1730	113020	17563
1731	113092	17499
1732	113154	17433
1733	113216	17367
1734	113286	17303
1735	113349	17237
1736	113412	17171
1737	113475	17106
1738	113541	17041
1739	113599	16974
1740	113660	16908
1741	113723	16843
1742	113792	16778
1743	113862	16713
1744	113927	16648
1745	114001	16584
1746	114071	16519
1747	114137	16454
1748	114197	16388
1749	114260	16322
1750	114317	16256
1751	114380	16190
1752	114436	16124
1753	114504	16059
1754	114573	15994
1755	114641	15929
1756	114703	15864
1757	114767	15798
1758	114844	15734
1759	114911	15669
1760	114971	15603
1761	115038	15538
1762	115106	15473
1763	115173	15408
1764	115227	15341
1765	115297	15277
1766	115359	15211
1767	115416	15145
1768	115489	15080
1769	115550	15015
1770	115609	14948
1771	115674	14883
1772	115736	14817
1773	115807	14753
1774	115870	14687
1775	115934	14622
1776	115996	14556
1777	116067	14492
1778	116137	14427
1779	116213	14363
1780	116287	14299
1781	116362	14235
1782	116439	14171
1783	116513	14106
1784	116580	14041
1785	116637	13975
1786	116706	13910
1787	116778	13846
1788	116849	13781
1789	116908	13715
1790	116966	13649
1791	117028	13583
1792	117089	13517
1793	117153	13452
1794	117213	13386
1795	117286	13322
1796	117359	13257
1797	117423	13192
1798	117499	13128
1799	117561	13062
1800	117615	12995
1801	117680	12930
1802	117750	12865
1803	117823	12801
1804	117890	12736
1805	117943	12669
1806	117998	12603
1807	118070	12538
1808	118141	12473
1809	118207	12408
1810	118267	12342
1811	118339	12278
1812	118394	12211
1813	118465	12147
1814	118532	12081
1815	118606	12017
1816	118667	11951
1817	118727	11885
1818	118786	11819
1819	118845	11753
1820	118905	11688
1821	118965	11622
1822	119027	11556
1823	119088	11490
1824	119158	11426
1825	119225	11361
1826	119301	11296
1827	119369	11231
1828	119428	11165
1829	119494	11100
1830	119564	11035
1831	119621	10969
1832	119687	10904
1833	119752	10839
1834	119825	10774
1835	119884	10708
1836	119947	10643
1837	120001	10576
1838	120073	10512
1839	120142	10447
1840	120201	10381
1841	120270	10316
1842	120339	10251
1843	120404	10186
1844	120468	10120
1845	120538	10055
1846	120604	9990
1847	120668	9925
1848	120728	9859
1849	120795	9794
1850	120866	9729
1851	120934	9664
1852	121003	9599
1853	121070	9534
1854	121132	9468
1855	121196	9403
1856	121260	9337
1857	121324	9272
1858	121398	9207
1859	121461	9142
1860	121526	9076
1861	121581	9010
1862	121647	8945
1863	121709	8880
1864	121774	8814
1865	121842	8749
1866	121907	8684
1867	121979	8619
1868	122050	8554
1869	122125	8489
1870	122197	8425
1871	122257	8359
1872	122333	8294
1873	122401	8229
1874	122460	8164
1875	122534	8099
1876	122597	8033
1877	122668	7968
1878	122725	7903
1879	122785	7837
1880	122847	7771
1881	122923	7707
1882	122990	7641
1883	123051	7576
1884	123119	7511
1885	123178	7445
1886	123247	7380
1887	123309	7314
1888	123364	7249
1889	123433	7183
1890	123492	7118
1891	123558	7052
1892	123624	6987
1893	123691	6922
1894	123747	6856
1895	123815	6791
1896	123875	6725
1897	123939	6660
1898	124005	6595
1899	124062	6529
1900	124122	6464
1901	124189	6398
1902	124255	6333
1903	124325	6268
1904	124396	6203
1905	124481	6139
1906	124549	6073
1907	124631	6009
1908	124694	5944
1909	124761	5878
1910	124833	5813
1911	124908	5748
1912	124982	5683
1913	125049	5618
1914	125120	5553
1915	125186	5488
1916	125250	5422
1917	125311	5357
1918	125378	5292
1919	125452	5227
1920	125524	5162
1921	125598	5097
1922	125660	5031
1923	125734	4966
1924	125810	4901
1925	125881	4836
1926	125955	4771
1927	126011	4705
1928	126075	4640
1929	126136	4574
1930	126196	4509
1931	126264	4444
1932	126332	4378
1933	126398	4313
1934	126459	4248
1935	126535	4183
1936	126602	4117
1937	126678	4052
1938	126741	3987
1939	126804	3921
1940	126859	3856
1941	126933	3791
1942	127005	3725
1943	127081	3660
1944	127147	3595
1945	127217	3530
1946	127291	3465
1947	127364	3399
1948	127436	3334
1949	127507	3269
1950	127570	3203
1951	127639	3138
1952	127715	3073
1953	127783	3008
1954	127856	2942
1955	127914	2877
1956	127987	2812
1957	128063	2747
1958	128131	2681
1959	128198	2616
1960	128268	2550
1961	128328	2485
1962	128406	2420
1963	128467	2354
1964	128529	2289
1965	128604	2224
1966	128672	2158
1967	128728	2093
1968	128800	2027
1969	128872	1962
1970	128943	1897
1971	129015	1831
1972	129085	1766
1973	129153	1701
1974	129220	1635
1975	129289	1570
1976	129351	1504
1977	129426	1439
1978	129497	1374
1979	129571	1308
1980	129631	1243
1981	129701	1177
1982	129775	1112
1983	129852	1047
1984	129917	981
1985	129981	916
1986	130054	850
1987	130124	785
1988	130201	720
1989	130271	654
1990	130346	589
1991	130417	523
1992	130483	458
1993	130552	392
1994	130619	327
1995	130695	261
1996	130762	196
1997	130831	130
1998	130901	65
1999	130964	0
